Date,State, County, Cases
20200329,Massachusetts, Barnstable,100
20200329,Massachusetts, Berkshire,105
20200329,Massachusetts, Bristol,129
20200329,Massachusetts, Dukes and Nantucket,4
20200329,Massachusetts, Essex,350
20200329,Massachusetts, Franklin,24
20200329,Massachusetts, Hampden,90
20200329,Massachusetts, Hampshire,20
20200329,Massachusetts, Middlesex,685
20200329,Massachusetts, Nantucket,0
20200329,Massachusetts, Norfolk,393
20200329,Massachusetts, Plymouth,187
20200329,Massachusetts, Suffolk,631
20200329,Massachusetts, Worcester,219
20200329,Massachusetts, Unknown,303
20200329,Hawaii, O'ahu and other small islands in Honolulu County,77
20200329,Hawaii, Maui,14
20200329,Hawaii, Hawai'i,5
20200329,Hawaii, Kauai,5
20200329,Hawaii, Unknown or Hawaii residents diagnosed out-of-state,5
20200329,New Jersey, Bergen,1
20200329,New Jersey, Essex,826
20200329,New Jersey, Middlesex,640
20200329,New Jersey, Monmouth,634
20200329,New Jersey, Hudson,594
20200329,New Jersey, Union,519
20200329,New Jersey, Ocean,484
20200329,New Jersey, Passaic,484
20200329,New Jersey, Morris,391
20200329,New Jersey, Somerset,222
20200329,New Jersey, Mercer,131
20200329,New Jersey, Camden,95
20200329,New Jersey, Burlington,88
20200329,New Jersey, Sussex,65
20200329,New Jersey, Hunterdon,52
20200329,New Jersey, Gloucester,40
20200329,New Jersey, Warren,38
20200329,New Jersey, Atlantic,14
20200329,New Jersey, Cumberland,9
20200329,New Jersey, Cape May,7
20200329,New Jersey, Salem,3
20200329,Minnesota, Anoka,10
20200329,Minnesota, Beltrami,1
20200329,Minnesota, Benton,1
20200329,Minnesota, Big Stone,1
20200329,Minnesota, Blue Earth,7
20200329,Minnesota, Carver,8
20200329,Minnesota, Cass,1
20200329,Minnesota, Chisago,2
20200329,Minnesota, Clay,4
20200329,Minnesota, Dakota,28
20200329,Minnesota, Dodge,5
20200329,Minnesota, Faribault,1
20200329,Minnesota, Fillmore,3
20200329,Minnesota, Hennepin,141
20200329,Minnesota, Jackson,1
20200329,Minnesota, Kandiyohi,1
20200329,Minnesota, Lac qui Parle,1
20200329,Minnesota, Le Sueur,10
20200329,Minnesota, Lincoln,1
20200329,Minnesota, Mahnomen,1
20200329,Minnesota, Martin,18
20200329,Minnesota, Mower,10
20200329,Minnesota, Nicollet,3
20200329,Minnesota, Olmsted,34
20200329,Minnesota, Ramsey,34
20200329,Minnesota, Renville,1
20200329,Minnesota, Rie,2
20200329,Minnesota, Scott,7
20200329,Minnesota, Sherburne,3
20200329,Minnesota, Sibley,1
20200329,Minnesota, St. Louis,5
20200329,Minnesota, Stearns,5
20200329,Minnesota, Steele,5
20200329,Minnesota, Wabasha,4
20200329,Minnesota, Waseca,3
20200329,Minnesota, Washington,22
20200329,Minnesota, Wilkin,1
20200329,Minnesota, Winona,4
20200329,Minnesota, Wright,5
20200329,North Dakota, Burleigh,25
20200329,North Dakota, Cass,11
20200329,North Dakota, Dunn,1
20200329,North Dakota, Foster,1
20200329,North Dakota, McHenry,1
20200329,North Dakota, McIntosh,1
20200329,North Dakota, Morton,11
20200329,North Dakota, Pierce,2
20200329,North Dakota, Ramsey,3
20200329,North Dakota, Start,7
20200329,North Dakota, Walsh,1
20200329,North Dakota, Ward,4
20200329,Colorado, Adams,50
20200329,Colorado, Arapahoe,119
20200329,Colorado, Boulder,66
20200329,Colorado, Broomfield,10
20200329,Colorado, Chaffee,5
20200329,Colorado, Clear Creek,3
20200329,Colorado, Crowley,1
20200329,Colorado, Delta,1
20200329,Colorado, Denver,262
20200329,Colorado, Douglas,67
20200329,Colorado, Eagle,147
20200329,Colorado, El Paso,137
20200329,Colorado, Elbert,3
20200329,Colorado, Fremont,1
20200329,Colorado, Garfield,16
20200329,Colorado, Grand,2
20200329,Colorado, Gunnison,57
20200329,Colorado, Hinsdale,1
20200329,Colorado, Huerfano,1
20200329,Colorado, Jefferson,131
20200329,Colorado, Kit Carson,1
20200329,Colorado, La Plata,5
20200329,Colorado, Larimer,61
20200329,Colorado, Logan,2
20200329,Colorado, Mesa,6
20200329,Colorado, Montrose,4
20200329,Colorado, Morgan,3
20200329,Colorado, Otero,1
20200329,Colorado, Park,1
