Date, State, County, Cases
20200331, Florida, Miami-Dade , 2
20200331, Florida, Broward, 1
20200331, Florida, Palm Beach, 551
20200331, Florida, Hillsborough, 305
20200331, Florida, Duval, 207
20200331, Florida, Orange , 373
20200331, Florida, Pinellas, 167
20200331, Florida, Collier, 146
20200331, Florida, Alachua, 87
20200331, Florida, Lee, 206
20200331, Florida, Osceola, 110
20200331, Florida, Sarasota, 76
20200331, Florida, Seminole, 103
20200331, Florida, St. Johns, 79
20200331, Florida, Volusia, 80
20200331, Florida, Manatee, 53
20200331, Florida, Pasco, 40
20200331, Florida, Lake, 66
20200331, Florida, Okaloosa, 39
20200331, Florida, Polk, 73
20200331, Florida, Indian River, 33
20200331, Florida, Clay, 41
20200331, Florida, Escambia, 94
20200331, Florida, Sumter, 51
20200331, Florida, Walton, 18
20200331, Florida, Brevard, 37
20200331, Florida, Citrus, 19
20200331, Florida, Leon, 26
20200331, Florida, St. Lucie, 38
20200331, Florida, Hernando, 24
20200331, Florida, Baker, 9
20200331, Florida, Flagler, 18
20200331, Florida, Highlands, 17
20200331, Florida, Marion, 25
20200331, Florida, Martin, 28
20200331, Florida, Santa Rosa, 44
20200331, Florida, Charlotte, 24
20200331, Florida, Columbia, 3
20200331, Florida, Monroe, 27
20200331, Florida, Putnam, 13
20200331, Florida, Bay, 8
20200331, Florida, Bradford, 2
20200331, Florida, Desoto, 7
20200331, Florida, Jackson, 2
20200331, Florida, Nassau, 10
20200331, Florida, Suwannee, 3
20200331, Florida, Washington, 1
20200331, Florida, Levy, 2
20200331, Florida, Gadsden, 1
20200331, Florida, Hendry, 4
20200331, Florida, Glades, 3
20200331, Florida, Wakulla, 1
20200331, Florida, Calhoun, 1
20200331, Florida, Holmes, 1
20200331, Florida, Union, 1
20200331, Florida, Unknown, 2
20200331, Ohio, Allen, 5
20200331, Ohio, Ashland, 2
20200331, Ohio, Athens, 3
20200331, Ohio, Ashtabula, 6
20200331, Ohio, Auglaize, 2
20200331, Ohio, Belmont, 9
20200331, Ohio, Brown, 2
20200331, Ohio, Butler, 36
20200331, Ohio, Carroll, 5
20200331, Ohio, Champaign, 3
20200331, Ohio, Clark, 6
20200331, Ohio, Clermont, 10
20200331, Ohio, Clinton, 3
20200331, Ohio, Columbiana, 15
20200331, Ohio, Coshocton, 5
20200331, Ohio, Crawford, 5
20200331, Ohio, Cuyahoga, 527
20200331, Ohio, Darke, 13
20200331, Ohio, Defiance, 5
20200331, Ohio, Delaware, 40
20200331, Ohio, Erie, 5
20200331, Ohio, Fairfield, 14
20200331, Ohio, Fayette, 1
20200331, Ohio, Franklin, 325
20200331, Ohio, Fulton, 2
20200331, Ohio, Gallia, 1
20200331, Ohio, Geauga, 24
20200331, Ohio, Greene, 6
20200331, Ohio, Hamilton, 124
20200331, Ohio, Hancock, 5
20200331, Ohio, Highland, 1
20200331, Ohio, Holmes, 1
20200331, Ohio, Huron, 4
20200331, Ohio, Jefferson, 11
20200331, Ohio, Knox, 4
20200331, Ohio, Lake, 44
20200331, Ohio, Lawrence, 1
20200331, Ohio, Licking, 25
20200331, Ohio, Logan, 3
20200331, Ohio, Lorain, 82
20200331, Ohio, Lucas, 133
20200331, Ohio, Madison, 7
20200331, Ohio, Mahoning, 153
20200331, Ohio, Marion, 8
20200331, Ohio, Medina, 55
20200331, Ohio, Mercer, 2
20200331, Ohio, Miami, 52
20200331, Ohio, Montgomery, 37
20200331, Ohio, Muskingum, 2
20200331, Ohio, Ottawa, 2
20200331, Ohio, Perry, 1
20200331, Ohio, Pickaway, 12
20200331, Ohio, Pike, 1
20200331, Ohio, Portage, 38
20200331, Ohio, Preble, 1
20200331, Ohio, Richland, 6
20200331, Ohio, Ross, 2
20200331, Ohio, Sandusky, 4
20200331, Ohio, Seneca, 3
20200331, Ohio, Shelby, 5
20200331, Ohio, Stark, 45
20200331, Ohio, Summit, 131
20200331, Ohio, Trumbull, 50
20200331, Ohio, Tuscarawas, 9
20200331, Ohio, Union, 4
20200331, Ohio, Van Wert, 1
20200331, Ohio, Warren, 21
20200331, Ohio, Washington, 3
20200331, Ohio, Wayne, 9
20200331, Ohio, Wood, 15
20200331, Ohio, Wyandot, 2
20200331, Nevada, Clark, 753
20200331, Nevada, Washoe, 121
20200331, Nevada, Carson City, 5
20200331, Nevada, Douglas, 5
20200331, Nevada, Elko, 3
20200331, Nevada, Humboldt, 1
20200331, Nevada, Lyon, 1
20200331, Nevada, Nye, 1
20200331, Hawaii, O'ahu, 131
20200331, Hawaii, Maui, 25
20200331, Hawaii, Hawai'i, 14
20200331, Hawaii, Kauai, 12
20200331, Hawaii, Unknown or Hawaii residents diagnosed out-of-state, 22
20200331, Vermont, Chittenden, 152
20200331, Vermont, Addison, 23
20200331, Vermont, Bennington, 18
20200331, Vermont, Windsor, 18
20200331, Vermont, Washington, 15
20200331, Vermont, Franklin, 13
20200331, Vermont, Lamoille, 13
20200331, Vermont, Unassigned, 11
20200331, Vermont, Windham, 11
20200331, Vermont, Orleans, 7
20200331, Vermont, Rutland, 6
20200331, Vermont, Orange, 4
20200331, Vermont, Caledonia, 2
20200331, Maine, Androscoggin, 11
20200331, Maine, Cumberland, 169
20200331, Maine, Franklin, 2
20200331, Maine, Kennebec, 12
20200331, Maine, Knox, 5
20200331, Maine, Lincoln, 8
20200331, Maine, Oxford, 9
20200331, Maine, Penobscot, 12
20200331, Maine, Sagadahoc, 7
20200331, Maine, Somerset, 1
20200331, Maine, Waldo, 2
20200331, Maine, York, 59
20200331, Maine, Unknown, 6
20200331, Idaho, Ada County, 195
20200331, Idaho, Blaine County, 192
20200331, Idaho, Teton County, 2
20200331, Idaho, Twins Falls County, 6
20200331, Idaho, Madison County, 4
20200331, Idaho, Kootenai County, 30
20200331, Idaho, Canyon County, 53
20200331, Idaho, Bingham County, 2
20200331, Idaho, Valley County, 2
20200331, Idaho, Cassia County, 1
20200331, Idaho, Bannock County, 4
20200331, Idaho, Idaho County, 1
20200331, Idaho, Nez Perce County, 9
20200331, Idaho, Payette County, 1
20200331, Idaho, Fremont County, 1
20200331, Idaho, Jefferson County, 3
20200331, Idaho, Custer County, 2
20200331, Idaho, Lincoln County, 2
20200331, Idaho, Bonneville County, 2
20200331, Idaho, Gem County, 3
20200331, Idaho, Owyhee County, 1
20200331, Idaho, Bonner County, 1
20200331, Idaho, Elmore County, 3
20200331, Idaho, Jerome County, 2
20200331, Idaho, Minidoka County, 1
20200331, Idaho, Adam County, 1
20200331, Idaho, Camas County, 1
20200331, Idaho, Minidoka County, 1
20200331, Montana, Gallatin, 69
20200331, Montana, Yellowstone, 28
20200331, Montana, Missoula, 12
20200331, Montana, Silver Bow, 10
20200331, Montana, Flathead, 11
20200331, Montana, Cascade, 8
20200331, Montana, Lewis and Clark, 11
20200331, Montana, Broadwater, 3
20200331, Montana, Toole, 6
20200331, Montana, Madison, 6
20200331, Montana, Jefferson, 2
20200331, Montana, Roosevelt, 1
20200331, Montana, Park, 3
20200331, Montana, Deer Lodge, 2
20200331, Montana, Meagher, 1
20200331, Montana, Ravalli, 1
20200331, Montana, Hill, 1
20200331, Montana, Lincoln, 5
20200331, Montana, Lake, 3
20200331, Georgia, Fulton, 547
20200331, Georgia, Dougherty, 455
20200331, Georgia, Dekalb, 325
20200331, Georgia, Cobb, 272
20200331, Georgia, Gwinnett, 233
20200331, Georgia, Bartow, 129
20200331, Georgia, Carroll, 122
20200331, Georgia, Clayton, 96
20200331, Georgia, Lee, 85
20200331, Georgia, Henry, 76
20200331, Georgia, Cherokee, 74
20200331, Georgia, Hall, 65
20200331, Georgia, Clarke, 50
20200331, Georgia, Douglas, 48
20200331, Georgia, Fayette, 44
20200331, Georgia, Forsyth, 43
20200331, Georgia, Coweta, 40
20200331, Georgia, Richmond, 40
20200331, Georgia, Terrell, 39
20200331, Georgia, Rockdale, 34
20200331, Georgia, Floyd, 33
20200331, Georgia, Sumter, 32
20200331, Georgia, Mitchell, 31
20200331, Georgia, Newton, 29
20200331, Georgia, Worth, 29
20200331, Georgia, Paulding, 28
20200331, Georgia, Houston, 27
20200331, Georgia, Early, 26
20200331, Georgia, Chatham, 25
20200331, Georgia, Columbia, 23
20200331, Georgia, Lowndes, 21
20200331, Georgia, Bibb, 20
20200331, Georgia, Muscogee, 19
20200331, Georgia, Tift, 19
20200331, Georgia, Barrow, 18
20200331, Georgia, Glynn, 17
20200331, Georgia, Gordon, 16
20200331, Georgia, Polk, 15
20200331, Georgia, Troup, 15
20200331, Georgia, Colquitt, 14
20200331, Georgia, Crisp, 14
20200331, Georgia, Oconee, 14
20200331, Georgia, Laurens, 13
20200331, Georgia, Spalding, 13
20200331, Georgia, Coffee, 11
20200331, Georgia, Dawson, 10
20200331, Georgia, Whitfield, 10
20200331, Georgia, Ware, 9
20200331, Georgia, Burke, 8
20200331, Georgia, Calhoun, 8
20200331, Georgia, Lumpkin, 8
20200331, Georgia, Seminole, 8
20200331, Georgia, Thomas, 8
20200331, Georgia, Bryan, 7
20200331, Georgia, Decatur, 7
20200331, Georgia, Greene, 7
20200331, Georgia, Jackson, 7
20200331, Georgia, Peach, 7
20200331, Georgia, Butts, 6
20200331, Georgia, Dooly, 6
20200331, Georgia, Meriwether, 6
20200331, Georgia, Miller, 6
20200331, Georgia, Pickens, 6
20200331, Georgia, Walton, 6
20200331, Georgia, Liberty, 5
20200331, Georgia, Randolph, 5
20200331, Georgia, Schley, 5
20200331, Georgia, Upson, 5
20200331, Georgia, Baker, 4
20200331, Georgia, Baldwin, 4
20200331, Georgia, Camden, 4
20200331, Georgia, Clay, 4
20200331, Georgia, Effingham, 4
20200331, Georgia, Fannin, 4
20200331, Georgia, Franklin, 4
20200331, Georgia, Haralson, 4
20200331, Georgia, Harris, 4
20200331, Georgia, Hart, 4
20200331, Georgia, Lincoln, 4
20200331, Georgia, Monroe, 4
20200331, Georgia, Murray, 4
20200331, Georgia, Stephens, 4
20200331, Georgia, Banks, 3
20200331, Georgia, Ben Hill, 3
20200331, Georgia, Catoosa, 3
20200331, Georgia, Chattooga, 3
20200331, Georgia, Irwin, 3
20200331, Georgia, Jones, 3
20200331, Georgia, Lamar, 3
20200331, Georgia, Madison, 3
20200331, Georgia, Mcduffie, 3
20200331, Georgia, Pierce, 3
20200331, Georgia, Pulaski, 3
20200331, Georgia, Toombs, 3
20200331, Georgia, Turner, 3
20200331, Georgia, Warren, 3
20200331, Georgia, White, 3
20200331, Georgia, Appling, 2
20200331, Georgia, Brooks, 2
20200331, Georgia, Bulloch, 2
20200331, Georgia, Dodge, 2
20200331, Georgia, Habersham, 2
20200331, Georgia, Jasper, 2
20200331, Georgia, Jefferson, 2
20200331, Georgia, Macon, 2
20200331, Georgia, Morgan, 2
20200331, Georgia, Pike, 2
20200331, Georgia, Rabun, 2
20200331, Georgia, Tattnall, 2
20200331, Georgia, Taylor, 2
20200331, Georgia, Twiggs, 2
20200331, Georgia, Washington, 2
20200331, Georgia, Wilkes, 2
20200331, Georgia, Bacon, 1
20200331, Georgia, Berrien, 1
20200331, Georgia, Bleckley, 1
20200331, Georgia, Candler, 1
20200331, Georgia, Chambers, 1
20200331, Georgia, Charlton, 1
20200331, Georgia, Chattahoochee, 1
20200331, Georgia, Clinch, 1
20200331, Georgia, Cook, 1
20200331, Georgia, Dade, 1
20200331, Georgia, Gilmer, 1
20200331, Georgia, Grady, 1
20200331, Georgia, Heard, 1
20200331, Georgia, Jeff Davis, 1
20200331, Georgia, Jenkins, 1
20200331, Georgia, Johnson, 1
20200331, Georgia, Long, 1
20200331, Georgia, Mcintosh, 1
20200331, Georgia, Oglethorpe, 1
20200331, Georgia, Screven, 1
20200331, Georgia, Stewart, 1
20200331, Georgia, Talbot, 1
20200331, Georgia, Webster, 1
20200331, Georgia, Wheeler, 1
20200331, Georgia, Wilcox, 1
20200331, Georgia, Wilkinson, 1
20200331, Georgia, Unknown, 159
20200331, Massachusetts, Barnstable, 191
20200331, Massachusetts, Berkshire, 171
20200331, Massachusetts, Bristol, 306
20200331, Massachusetts, Dukes and Nantucket, 8
20200331, Massachusetts, Essex, 784
20200331, Massachusetts, Franklin, 61
20200331, Massachusetts, Hampden, 354
20200331, Massachusetts, Hampshire, 69
20200331, Massachusetts, Middlesex, 1
20200331, Massachusetts, Nantucket, 0
20200331, Massachusetts, Norfolk, 738
20200331, Massachusetts, Plymouth, 459
20200331, Massachusetts, Suffolk, 1
20200331, Massachusetts, Worcester, 433
20200331, Massachusetts, Unknown, 333
20200331, Oregon, Benton, 12
20200331, Oregon, Clackamas, 50
20200331, Oregon, Clatsop, 3
20200331, Oregon, Columbia, 1
20200331, Oregon, Deschutes, 24
20200331, Oregon, Douglas, 9
20200331, Oregon, Grant, 1
20200331, Oregon, Hood River, 3
20200331, Oregon, Jackson, 21
20200331, Oregon, Josephine, 10
20200331, Oregon, Klamath, 5
20200331, Oregon, Lane, 16
20200331, Oregon, Lincoln, 2
20200331, Oregon, Linn, 37
20200331, Oregon, Malheur, 1
20200331, Oregon, Marion, 141
20200331, Oregon, Morrow, 1
20200331, Oregon, Multnomah, 116
20200331, Oregon, Polk, 18
20200331, Oregon, Tillamook, 3
20200331, Oregon, Umatilla, 5
20200331, Oregon, Union, 1
20200331, Oregon, Wallowa, 1
20200331, Oregon, Wasco, 7
20200331, Oregon, Washington, 186
20200331, Oregon, Yamhill, 16
20200331, North Dakota, Barnes, 2
20200331, North Dakota, Burleigh, 30
20200331, North Dakota, Cass, 31
20200331, North Dakota, Divide, 1
20200331, North Dakota, Dunn, 1
20200331, North Dakota, Foster, 1
20200331, North Dakota, Grand Forks, 3
20200331, North Dakota, Grant, 1
20200331, North Dakota, McHenry, 1
20200331, North Dakota, McIntosh, 1
20200331, North Dakota, McKenzie, 1
20200331, North Dakota, McLean, 2
20200331, North Dakota, Morton, 14
20200331, North Dakota, Mountrail, 5
20200331, North Dakota, Oliver, 1
20200331, North Dakota, Pierce, 2
20200331, North Dakota, Ramsey, 3
20200331, North Dakota, Sioux, 1
20200331, North Dakota, Stark, 12
20200331, North Dakota, Walsh, 1
20200331, North Dakota, Ward, 9
20200331, North Dakota, Williams, 3
20200331, Nebraska, Douglas, 78
20200331, Nebraska, Sarpy, 14
20200331, Nebraska, Washington, 12
20200331, Nebraska, Lancaster, 8
20200331, Nebraska, Buffalo, 6
20200331, Nebraska, Hall, 6
20200331, Nebraska, Lincoln, 5
20200331, Nebraska, Adams, 3
20200331, Nebraska, Dodge, 3
20200331, Nebraska, Cass, 2
20200331, Nebraska, Knox, 2
20200331, Nebraska, Madison, 2
20200331, Nebraska, Saunders, 2
20200331, Nebraska, Dawson, 1
20200331, Nebraska, Gosper, 1
20200331, Nebraska, Kearny, 1
20200331, Nebraska, Nemaha, 1
20200331, Nebraska, Platte, 1
20200331, Nebraska, Scotts Bluff, 1
20200331, Nebraska, York, 1
20200331, Illinois, Cook, 3
20200331, Illinois, Lake, 343
20200331, Illinois, DuPage, 320
20200331, Illinois, Will, 224
20200331, Illinois, Kane, 113
20200331, Illinois, McHenry, 52
20200331, Illinois, St. Clair, 36
20200331, Illinois, Kankakee, 33
20200331, Illinois, Champaign, 24
20200331, Illinois, Kandall, 18
20200331, Illinois, McLean, 17
20200331, Illinois, Madison, 13
20200331, Illinois, Winnebago, 13
20200331, Illinois, Christian, 12
20200331, Illinois, Sangamon, 12
20200331, Illinois, DeKalb, 8
20200331, Illinois, Peoria, 8
20200331, Illinois, Rock Island, 8
20200331, Illinois, Not assigned a county, 8
20200331, Illinois, Clinton, 6
20200331, Illinois, LaSalle, 5
20200331, Illinois, Morgan, 4
20200331, Illinois, Tazewell, 4
20200331, Illinois, Whiteside, 4
20200331, Illinois, Grundy, 3
20200331, Illinois, Jackson, 3
20200331, Illinois, Monroe, 3
20200331, Illinois, Stephenson, 3
20200331, Illinois, Woodford, 3
20200331, Illinois, Adams, 2
20200331, Illinois, Henry, 2
20200331, Illinois, Iroquois, 2
20200331, Illinois, Livingston, 2
20200331, Illinois, Macon, 2
20200331, Illinois, Marion, 2
20200331, Illinois, Randolph, 2
20200331, Illinois, Bond, 1
20200331, Illinois, Bureau, 1
20200331, Illinois, Carroll, 1
20200331, Illinois, Clark, 1
20200331, Illinois, Crawford, 1
20200331, Illinois, Cumberland, 1
20200331, Illinois, Douglas, 1
20200331, Illinois, Fayette, 1
20200331, Illinois, Franklin, 1
20200331, Illinois, Jo Daviess, 1
20200331, Illinois, Knox, 1
20200331, Illinois, Marshall, 1
20200331, Illinois, Menard, 1
20200331, Illinois, Montgomery, 1
20200331, Illinois, Saline, 1
20200331, Illinois, Washington, 1
20200331, Illinois, Williamson, 1
20200331, Texas, Harris County, 563
20200331, Texas, Dallas County, 549
20200331, Texas, Travis County, 206
20200331, Texas, Denton County, 191
20200331, Texas, Tarrant County, 175
20200331, Texas, Bexar County, 168
20200331, Texas, Collin County, 160
